user_id,annual_income,monthly_income,monthly_expenses,annual_expenses,current_savings,savings_ratio,emergency_fund,emergency_fund_months,total_investments,investment_ratio,retirement_savings,total_debt,debt_ratio,emi_per_month,insurance_coverage,insurance_level,income_stability,financial_health_score,financial_risk_level,savings_quality
182,617473,51456,119579,1434948,1406130,2.28,661852,5.5,5202210,8.42,8646701,6681090,10.82,142352,15884660,Moderate,Low,69,Moderate,Excellent
183,5676594,473049,115193,1382316,9600288,1.69,748629,6.5,14464284,2.55,802018,11001346,1.94,87012,9167628,None,Moderate,71,Moderate,Excellent
184,3915413,326284,224726,2696712,14755112,3.77,1876190,8.3,6486822,1.66,5688090,3134272,0.8,130076,23221965,Strong,Moderate,92,Low,Excellent
185,4606001,383833,154838,1858056,2771982,0.6,1524800,9.8,7121922,1.55,1324175,7224389,1.57,157929,27593194,Basic,High,60,Moderate,Average
186,2714291,226190,183407,2200884,3442614,1.27,167916,0.9,5501583,2.03,4960015,5142147,1.89,116894,20220626,Strong,Low,66,Moderate,Good
187,3973773,331147,199311,2391732,15003181,3.78,88825,0.4,12193922,3.07,5914963,10315496,2.6,114017,9212549,None,Low,62,Moderate,Excellent
188,5880298,490024,227971,2735652,12190698,2.07,1076019,4.7,13440160,2.29,2684131,522452,0.09,37428,28476616,Strong,Low,86,Low,Excellent
189,1308894,109074,50249,602988,7918690,6.05,1632665,32.5,10824036,8.27,6145971,6075878,4.64,100362,19033571,None,High,76,Moderate,Excellent
190,1537132,128094,250889,3010668,12447503,8.1,780168,3.1,7448065,4.85,1289923,9628809,6.26,36095,17765725,Moderate,Moderate,74,Moderate,Excellent
191,2887256,240604,161113,1933356,8375577,2.9,237918,1.5,434753,0.15,3121368,8372568,2.9,135723,12985141,None,Moderate,47,High,Excellent
192,2433468,202789,248975,2987700,7199788,2.96,1283199,5.2,4791184,1.97,8240971,3358435,1.38,32148,4554289,None,Moderate,75,Moderate,Excellent
193,1698346,141528,248366,2980392,2945768,1.73,1699769,6.8,11440874,6.74,5361793,11204492,6.6,91075,23808228,None,High,76,Moderate,Excellent
194,4798063,399838,167233,2006796,10064875,2.1,1785435,10.7,2642499,0.55,2920762,6064832,1.26,133367,7524300,None,Low,57,Moderate,Excellent
195,1414983,117915,139117,1669404,16576625,11.72,55121,0.4,6054838,4.28,9294937,9601221,6.79,96707,15683537,Basic,High,69,Moderate,Excellent
196,973227,81102,49470,593640,10378074,10.66,835001,16.9,12028149,12.36,8030667,8819709,9.06,107687,25808879,Strong,High,85,Low,Excellent
197,868665,72388,80707,968484,10637683,12.25,1347081,16.7,1244282,1.43,7549319,7815384,9.0,178286,17359721,Moderate,Low,73,Moderate,Excellent
198,4874668,406222,110401,1324812,4329627,0.89,907266,8.2,8436654,1.73,929673,2083077,0.43,135817,5134347,Moderate,Low,75,Moderate,Good
199,1608677,134056,184167,2210004,7565527,4.7,725662,3.9,8705660,5.41,4765539,1323049,0.82,65694,6586799,Moderate,Low,76,Moderate,Excellent
200,5493067,457755,173767,2085204,17900552,3.26,195933,1.1,8431778,1.53,2829240,9928898,1.81,152212,5173901,Basic,High,67,Moderate,Excellent
201,5488511,457375,192009,2304108,18911883,3.45,86390,0.4,13845167,2.52,476028,1362693,0.25,11917,21523615,Moderate,High,83,Low,Excellent
202,2018388,168199,233411,2800932,1016226,0.5,1044461,4.5,14914892,7.39,9153271,4859883,2.41,168272,10136596,Strong,Low,60,Moderate,Average
203,5996119,499676,227909,2734908,9980224,1.66,951150,4.2,1224284,0.2,1005173,2652149,0.44,115239,13945951,Strong,Moderate,70,Moderate,Excellent
204,1961469,163455,193358,2320296,4820721,2.46,655533,3.4,14453321,7.37,5357240,5794356,2.95,104521,4387783,Moderate,High,77,Moderate,Excellent
205,4961471,413455,70670,848040,10707752,2.16,506961,7.2,7826111,1.58,2055576,4487430,0.9,117858,8318777,Basic,Low,75,Moderate,Excellent
206,674507,56208,167154,2005848,12889929,19.11,1812282,10.8,10324320,15.31,7015136,4165284,6.18,41864,27295787,Moderate,High,82,Low,Excellent
207,2873242,239436,114527,1374324,5346644,1.86,1044938,9.1,8635649,3.01,7831858,8367799,2.91,80882,16688977,None,Low,72,Moderate,Excellent
208,3548754,295729,279998,3359976,15342114,4.32,504844,1.8,3609524,1.02,9786890,5920597,1.67,12755,1695854,Moderate,Moderate,71,Moderate,Excellent
209,5262350,438529,261723,3140676,9588124,1.82,1125522,4.3,137194,0.03,1803501,7229768,1.37,35110,29610300,Moderate,High,63,Moderate,Excellent
210,3318365,276530,226421,2717052,12278820,3.7,94880,0.4,6720644,2.03,858283,9567738,2.88,147276,6531548,Moderate,High,64,Moderate,Excellent
211,2670966,222580,53551,642612,12963715,4.85,1057500,19.7,7555692,2.83,9225071,4692934,1.76,163379,22830389,None,Low,68,Moderate,Excellent
212,1061023,88418,221518,2658216,12522458,11.8,1667020,7.5,5688907,5.36,9358865,6133857,5.78,37818,6679274,Strong,High,85,Low,Excellent
213,587682,48973,38752,465024,1305736,2.22,287386,7.4,11972084,20.37,5587495,7948107,13.52,136139,15333991,Basic,High,79,Moderate,Excellent
214,4574375,381197,88285,1059420,11004707,2.41,1953221,22.1,10285576,2.25,5344047,2726331,0.6,103010,20686323,Moderate,High,92,Low,Excellent
215,3071705,255975,280979,3371748,17103167,5.57,1116397,4.0,8218263,2.68,9444301,5029651,1.64,124490,27371988,None,Moderate,67,Moderate,Excellent
216,3028639,252386,72464,869568,13976772,4.61,1224112,16.9,5161977,1.7,447065,10014481,3.31,124410,8909722,Basic,High,70,Moderate,Excellent
217,680798,56733,266893,3202716,5721435,8.4,1099394,4.1,10553292,15.5,6378535,2479264,3.64,178448,8126768,None,High,71,Moderate,Excellent
218,1171870,97655,115025,1380300,635432,0.54,924924,8.0,5262886,4.49,7025967,2540594,2.17,108255,23169344,Basic,Moderate,63,Moderate,Average
219,4459567,371630,262257,3147084,2089813,0.47,1480117,5.6,2316639,0.52,8702060,3478616,0.78,147033,10906852,Strong,High,68,Moderate,Average
220,3411035,284252,179496,2153952,5811037,1.7,963984,5.4,8944387,2.62,5743294,9164943,2.69,92874,22678386,Moderate,High,81,Low,Excellent
221,4311597,359299,115801,1389612,8271809,1.92,585118,5.1,9363140,2.17,5007984,3772642,0.87,78017,25876314,Moderate,High,87,Low,Excellent
222,1988772,165731,271378,3256536,10638122,5.35,1006220,3.7,5851946,2.94,9403421,4587856,2.31,75442,4089416,Strong,Moderate,76,Moderate,Excellent
223,3145199,262099,91795,1101540,9745973,3.1,88219,1.0,4825636,1.53,1325893,5811015,1.85,115966,22010769,Moderate,High,65,Moderate,Excellent
224,4268808,355734,127190,1526280,6780277,1.59,1736340,13.7,9035838,2.12,4548852,9429097,2.21,71203,4606116,None,High,79,Moderate,Excellent
225,5172691,431057,140452,1685424,8135541,1.57,106462,0.8,11237949,2.17,8909397,3786141,0.73,167233,7812698,None,Low,69,Moderate,Excellent
226,3717023,309751,188168,2258016,15851244,4.26,210857,1.1,11428505,3.07,2306314,86930,0.02,144271,5299623,Strong,High,82,Low,Excellent
227,4240457,353371,265320,3183840,6692631,1.58,1585260,6.0,4819172,1.14,5388299,4788474,1.13,169318,1985166,None,High,72,Moderate,Excellent
228,5066179,422181,136750,1641000,17956730,3.54,1549137,11.3,12131901,2.39,625760,2937099,0.58,109546,29603228,Basic,Low,73,Moderate,Excellent
229,3580231,298352,274723,3296676,6251580,1.75,1964210,7.1,12566188,3.51,4856449,628578,0.18,2429,10012381,None,Moderate,92,Low,Excellent
230,2637076,219756,253209,3038508,18230139,6.91,1099575,4.3,8286475,3.14,2251501,8459284,3.21,122688,9154893,Basic,Low,63,Moderate,Excellent
231,3023979,251998,100193,1202316,15398614,5.09,1359552,13.6,4316188,1.43,3123902,236293,0.08,88371,26533759,Moderate,High,96,Low,Excellent
232,5907286,492273,116272,1395264,5888632,1.0,1281264,11.0,14363754,2.43,6802999,7175669,1.21,135077,11003392,None,Moderate,70,Moderate,Good
233,5864125,488677,65009,780108,6200228,1.06,294884,4.5,8010350,1.37,5429135,4161539,0.71,1790,8750501,Strong,Low,79,Moderate,Good
234,3997489,333124,154981,1859772,11060389,2.77,633226,4.1,9772069,2.44,9611287,191859,0.05,68564,21933974,Moderate,High,93,Low,Excellent
235,2232249,186020,47571,570852,3966967,1.78,976004,20.5,5147356,2.31,2679603,6801762,3.05,179850,16861788,Moderate,High,82,Low,Excellent
236,1234954,102912,169684,2036208,12332726,9.99,1288962,7.6,3705235,3.0,3676367,2240912,1.81,125352,5140054,Strong,High,85,Low,Excellent
237,5331306,444275,210887,2530644,13953463,2.62,1472076,7.0,9214625,1.73,7899184,9018050,1.69,174088,27702656,Basic,Low,75,Moderate,Excellent
238,5957121,496426,57923,695076,17633077,2.96,936898,16.2,8861274,1.49,6069742,1310346,0.22,147893,3765102,None,High,90,Low,Excellent
239,4490332,374194,120988,1451856,19216679,4.28,1125457,9.3,2514105,0.56,2760475,5504900,1.23,136404,14825708,None,High,66,Moderate,Excellent
240,1973032,164419,271286,3255432,3051495,1.55,1885107,6.9,8562677,4.34,7473959,933413,0.47,118864,4427317,Strong,Moderate,93,Low,Excellent
241,4980429,415035,45270,543240,18750122,3.76,969677,21.4,11287169,2.27,5170227,365247,0.07,103795,8538167,None,High,90,Low,Excellent
242,2077888,173157,53288,639456,1519673,0.73,888557,16.7,5780235,2.78,1069713,9079216,4.37,15795,2315898,Strong,Low,70,Moderate,Average
243,2658291,221524,229364,2752368,6039171,2.27,1612651,7.0,2272119,0.85,7052503,6282411,2.36,100264,15050408,Strong,Moderate,74,Moderate,Excellent
244,923185,76932,297748,3572976,4462397,4.83,1370560,4.6,14433213,15.63,5834610,1990334,2.16,46785,18027403,Strong,High,80,Low,Excellent
245,1318264,109855,131753,1581036,116544,0.09,1585823,12.0,381435,0.29,5005700,7767916,5.89,176553,24128789,Strong,High,54,Moderate,Poor
246,3431601,285966,135410,1624920,8305125,2.42,966001,7.1,5807596,1.69,2602504,4624635,1.35,49409,29367113,None,Low,72,Moderate,Excellent
247,5788139,482344,234802,2817624,524985,0.09,504713,2.1,3457475,0.6,1128954,1692765,0.29,155698,1126632,Strong,High,55,Moderate,Poor
248,5887342,490611,40520,486240,8211915,1.39,1553027,38.3,742169,0.13,6748892,7364573,1.25,61430,18111333,Basic,Low,64,Moderate,Good
249,1425542,118795,279186,3350232,9706070,6.81,491072,1.8,13686622,9.6,9665527,5350316,3.75,151381,20062787,Moderate,Low,64,Moderate,Excellent
250,2781383,231781,90109,1081308,17490283,6.29,463560,5.1,6938388,2.49,5041569,4616316,1.66,15979,18680360,Basic,High,82,Low,Excellent
251,5943768,495314,238976,2867712,18651253,3.14,1039392,4.3,786584,0.13,5778321,10793052,1.82,175988,12789427,Moderate,High,65,Moderate,Excellent
252,3742384,311865,229045,2748540,5006912,1.34,628911,2.7,6315953,1.69,3084977,9024938,2.41,124130,8085550,Basic,Moderate,66,Moderate,Good
253,1460910,121742,257758,3093096,1933538,1.32,1179408,4.6,6923579,4.74,6987842,9349720,6.4,138934,4499406,Strong,Low,72,Moderate,Good
254,2389058,199088,121607,1459284,11081787,4.64,1356240,11.2,1326581,0.56,7546170,6225647,2.61,24238,17972946,Basic,Low,70,Moderate,Excellent
255,2502019,208501,212744,2552928,1326995,0.53,1832114,8.6,1221118,0.49,3156856,9858018,3.94,176016,18751910,Basic,Moderate,53,Moderate,Average
256,2002288,166857,189569,2274828,10173301,5.08,1906298,10.1,257256,0.13,3553544,3188068,1.59,30753,25061108,Strong,Low,71,Moderate,Excellent
257,5320087,443340,122223,1466676,13308763,2.5,1919159,15.7,4015307,0.75,9262353,5395804,1.01,74202,12772888,Strong,High,86,Low,Excellent
258,5691869,474322,203355,2440260,10348934,1.82,548534,2.7,6033835,1.06,8603633,8342928,1.47,122160,3308743,Strong,Moderate,71,Moderate,Excellent
259,1953956,162829,209356,2512272,10499920,5.37,868074,4.1,766977,0.39,9437598,3712363,1.9,38252,544249,Moderate,High,70,Moderate,Excellent
260,5149214,429101,233931,2807172,9905009,1.92,319629,1.4,3291551,0.64,5534221,3859072,0.75,99572,19118963,Basic,Moderate,66,Moderate,Excellent
261,4869124,405760,191980,2303760,8634453,1.77,1600883,8.3,13784025,2.83,8197701,10765846,2.21,128606,15462855,Basic,High,83,Low,Excellent
262,3204267,267022,103743,1244916,4696228,1.47,1510606,14.6,9169525,2.86,8192588,3087809,0.96,142117,21535551,None,High,83,Low,Good
263,533734,44477,53970,647640,1627872,3.05,1602934,29.7,107102,0.2,6918793,2306725,4.32,165334,7765616,None,High,63,Moderate,Excellent
264,1516928,126410,19792,237504,7339014,4.84,1060598,53.6,7650572,5.04,6261268,1014184,0.67,161961,21398620,Strong,High,92,Low,Excellent
265,4342419,361868,23247,278964,221873,0.05,1116130,48.0,9255043,2.13,6901115,198826,0.05,4384,17764308,Moderate,High,83,Low,Poor
266,2654917,221243,23987,287844,16851573,6.35,1705314,71.1,11708132,4.41,7223819,3007598,1.13,28053,3231757,Basic,Low,79,Moderate,Excellent
267,1860042,155003,291014,3492168,8469749,4.55,1709628,5.9,5946534,3.2,4484964,6658817,3.58,20714,12517533,Strong,Moderate,84,Low,Excellent
268,4989581,415798,142510,1710120,7578511,1.52,629092,4.4,11476314,2.3,1352527,10967865,2.2,170365,25487471,None,Low,55,Moderate,Excellent
269,3649720,304143,213843,2566116,12655710,3.47,1159098,5.4,7986040,2.19,941452,10682860,2.93,2477,23583569,Basic,Low,66,Moderate,Excellent
270,4443116,370259,242493,2909916,11115597,2.5,1186687,4.9,14394185,3.24,1599906,8861040,1.99,11154,7709684,Basic,High,75,Moderate,Excellent
271,5004530,417044,264299,3171588,9096440,1.82,97647,0.4,1247353,0.25,4703878,9110543,1.82,147720,22082481,None,Low,47,High,Excellent
272,2888088,240674,23209,278508,6951072,2.41,1231103,53.0,2419132,0.84,6682298,1290796,0.45,78453,5450925,Basic,High,88,Low,Excellent
273,3514482,292873,298410,3580920,11131006,3.17,804983,2.7,12677019,3.61,2347981,11564711,3.29,20559,16803819,Moderate,Low,67,Moderate,Excellent
274,1069447,89120,244160,2929920,7789460,7.28,1758828,7.2,1275374,1.19,5714198,10153046,9.49,160921,19985310,Strong,Moderate,78,Moderate,Excellent
275,498518,41543,158302,1899624,15117955,30.33,1028870,6.5,3827527,7.68,5969521,9278433,18.61,98415,14490412,Basic,High,79,Moderate,Excellent
276,5164676,430389,214267,2571204,2875417,0.56,1619352,7.6,10378652,2.01,4955645,4134741,0.8,19269,2752738,Moderate,Low,75,Moderate,Average
277,3437670,286472,95885,1150620,13073544,3.8,664122,6.9,6051545,1.76,1787627,1535458,0.45,1361,10343739,Strong,Moderate,95,Low,Excellent
278,2512964,209413,68598,823176,4446197,1.77,183075,2.7,3143912,1.25,7230636,7530347,3.0,146010,18613985,Strong,Low,64,Moderate,Excellent
279,470300,39191,61986,743832,11875392,25.25,1162283,18.8,1561359,3.32,5443037,6463219,13.74,3235,9792772,Strong,Moderate,89,Low,Excellent
280,960511,80042,142266,1707192,19191807,19.98,1092835,7.7,2845129,2.96,6387623,2843767,2.96,36396,9023423,Moderate,Moderate,78,Moderate,Excellent
281,4386623,365551,91511,1098132,2122893,0.48,350659,3.8,7292657,1.66,4629871,7064924,1.61,78578,16248106,None,Moderate,57,Moderate,Average
282,2361410,196784,144284,1731408,16636369,7.05,1245302,8.6,10345985,4.38,3280754,7681643,3.25,28042,4546274,Moderate,Low,82,Low,Excellent
283,3569304,297442,189177,2270124,12746991,3.57,1686270,8.9,14465287,4.05,5528792,7385715,2.07,87749,14449082,Basic,Moderate,79,Moderate,Excellent
284,2939934,244994,120304,1443648,16072899,5.47,658890,5.5,2980258,1.01,6681351,5354241,1.82,76401,24658291,Strong,High,79,Moderate,Excellent
285,2283602,190300,185858,2230296,12618322,5.53,587832,3.2,13698504,6.0,6592357,6123944,2.68,29855,18919683,Basic,High,82,Low,Excellent
286,4827068,402255,109333,1311996,18458264,3.82,56447,0.5,12200615,2.53,7744735,11884427,2.46,54958,14712106,Moderate,High,80,Low,Excellent
287,830144,69178,229508,2754096,16753835,20.18,291879,1.3,10625615,12.8,5080688,4060441,4.89,66238,22101061,Basic,High,69,Moderate,Excellent
288,3799454,316621,212651,2551812,2481858,0.65,941761,4.4,10031665,2.64,8040224,9768433,2.57,105068,17930394,Strong,High,74,Moderate,Average
289,558408,46534,203496,2441952,18015575,32.26,1245330,6.1,10706889,19.17,1425760,1834914,3.29,65072,22065449,Moderate,Low,74,Moderate,Excellent
290,5677428,473119,38224,458688,18898536,3.33,1352728,35.4,11366092,2.0,6704473,5563269,0.98,112841,3554909,None,Low,78,Moderate,Excellent
291,2420454,201704,131392,1576704,17135451,7.08,1566264,11.9,8703982,3.6,9361576,9739480,4.02,150794,7416594,Strong,Moderate,81,Low,Excellent
292,3531071,294255,257778,3093336,19749801,5.59,1447951,5.6,8396422,2.38,2529080,5787592,1.64,6438,16199109,None,Moderate,71,Moderate,Excellent
293,3739454,311621,60012,720144,3894640,1.04,1743399,29.1,12249896,3.28,2376915,5843985,1.56,81760,11511407,Strong,Low,72,Moderate,Good
294,4621428,385119,268192,3218304,11687018,2.53,998585,3.7,1637842,0.35,7351204,11689747,2.53,118606,10700826,None,Moderate,60,Moderate,Excellent
295,624828,52069,75337,904044,757830,1.21,1780859,23.6,5755892,9.21,1834801,11360512,18.18,43084,24846704,Basic,High,77,Moderate,Good
296,1713419,142784,98957,1187484,11106169,6.48,1174088,11.9,7153291,4.17,7751982,3889890,2.27,106180,21131249,Basic,Low,71,Moderate,Excellent
297,5622726,468560,241562,2898744,13273542,2.36,61220,0.3,12371323,2.2,3310554,7542617,1.34,155242,14413401,Strong,Low,66,Moderate,Excellent
298,2051840,170986,122890,1474680,9339702,4.55,1577740,12.8,11807129,5.75,1049645,9686290,4.72,26673,26826847,Basic,Moderate,77,Moderate,Excellent
299,2984559,248713,118323,1419876,15352844,5.14,238980,2.0,4401559,1.47,8212178,8853588,2.97,167538,10516096,Strong,High,75,Moderate,Excellent
300,3542897,295241,74890,898680,11674413,3.3,738165,9.9,14185434,4.0,7681625,10357627,2.92,45227,27304524,Moderate,High,90,Low,Excellent
301,5200691,433390,59434,713208,4494541,0.86,656798,11.1,1977390,0.38,4002586,5123426,0.99,30657,6141954,Moderate,High,75,Moderate,Good
302,1435801,119650,282819,3393828,13034664,9.08,877110,3.1,10006364,6.97,2313029,9643645,6.72,100587,14194826,Basic,Moderate,70,Moderate,Excellent
303,5580974,465081,296741,3560892,5812795,1.04,1163736,3.9,2799538,0.5,8214830,4845843,0.87,36777,6277986,Moderate,Moderate,74,Moderate,Good
304,5445987,453832,43107,517284,12047355,2.21,1996157,46.3,160783,0.03,8130388,2290672,0.42,51151,27354107,Strong,High,90,Low,Excellent
305,4489921,374160,274506,3294072,13728270,3.06,1435912,5.2,8249791,1.84,6973121,11914211,2.65,116353,16398034,Basic,Low,70,Moderate,Excellent
306,4992900,416075,31179,374148,7399742,1.48,612556,19.6,548532,0.11,4611266,3772246,0.76,140930,9686168,Basic,Moderate,69,Moderate,Good
307,4995019,416251,274686,3296232,18445749,3.69,1071237,3.9,1899365,0.38,9608547,1916069,0.38,70225,26008477,Moderate,High,86,Low,Excellent
308,599054,49921,246403,2956836,18332573,30.6,458315,1.9,7132912,11.91,1718262,10966791,18.31,64888,9989454,None,Moderate,62,Moderate,Excellent
309,2454653,204554,197754,2373048,2918665,1.19,920796,4.7,14517165,5.91,1969410,3975295,1.62,55018,27202669,Moderate,High,75,Moderate,Good
310,5369247,447437,239482,2873784,5569418,1.04,1292162,5.4,2335975,0.44,3466502,3471922,0.65,15560,19128520,Moderate,High,72,Moderate,Good
311,2607912,217326,297469,3569628,5649806,2.17,678750,2.3,11812062,4.53,4909595,4854206,1.86,150139,8970544,None,Low,58,Moderate,Excellent
312,3702719,308559,46082,552984,9305433,2.51,1818330,39.5,11004113,2.97,2128830,11767984,3.18,34784,8377778,Basic,High,82,Low,Excellent
313,2951943,245995,144789,1737468,13176850,4.46,1026469,7.1,2385244,0.81,9687592,10609944,3.59,70442,21065902,Strong,Moderate,78,Moderate,Excellent
314,4041581,336798,54592,655104,3123742,0.77,844839,15.5,8650558,2.14,4667852,11655192,2.88,96749,15257054,Strong,Moderate,76,Moderate,Average
315,5131796,427649,16296,195552,3125315,0.61,1532875,94.1,7691502,1.5,6009980,1062512,0.21,140096,13345130,Basic,Moderate,80,Low,Average
316,2027138,168928,274373,3292476,9010601,4.44,677097,2.5,13897299,6.86,4757902,5666591,2.8,143474,19392235,Basic,High,69,Moderate,Excellent
317,4321309,360109,195218,2342616,1624345,0.38,96349,0.5,1670586,0.39,7710502,273155,0.06,32568,28778012,Basic,Moderate,60,Moderate,Average
318,4079551,339962,15354,184248,14354562,3.52,424292,27.6,11552654,2.83,2213134,10905143,2.67,79132,5334398,Moderate,Low,72,Moderate,Excellent
319,5741081,478423,203971,2447652,8401670,1.46,172848,0.8,6238503,1.09,2777050,868846,0.15,103898,20991796,Moderate,High,78,Moderate,Good
320,2214140,184511,240040,2880480,3060136,1.38,1475761,6.1,1596917,0.72,18225,3580613,1.62,124992,2615189,Basic,High,61,Moderate,Good
