user_id,age,retirement_age,annual_income,monthly_income,current_savings,emergency_fund,stock_investments,mutual_fund_investments,fd_investments,gold_investments,monthly_sip,epf_balance,ppf_balance,nps_contribution,monthly_expenses,total_loans,emi_per_month,dependents,risk_appetite,smoker,diabetes,blood_pressure,insurance_cover,inflation_rate,expected_market_return,retirement_readiness_score,retirement_status
144,42,63,1312813,109401,18032643,751383,1741778,1895477,1293136,971708,69470,1005907,189626,10329,174496,676621,56366,0,Aggressive,Yes,No,High,17328847,8.18,10.29,67,Partially Ready
145,25,59,2482437,206869,5884033,65183,3392287,3584457,1896669,1165919,144210,2095915,198653,30280,68428,2345338,31838,1,Conservative,Yes,No,High,2919895,4.06,13.81,74,Partially Ready
146,59,68,2471144,205928,2566152,45718,540830,829425,2709465,929942,33761,771572,1898086,21728,79239,716325,120847,3,Aggressive,No,No,Normal,12942268,4.25,14.47,67,Partially Ready
147,49,59,3269091,272424,7254676,392484,2306714,1173795,1870707,311702,9083,2061792,1357441,19340,276562,6912082,144359,3,Conservative,No,Yes,Normal,18342091,6.4,8.61,62,Partially Ready
148,23,62,3312450,276037,16145538,1141936,4065786,1442983,2372512,1053595,84306,3257978,567144,11784,28664,5349877,57414,2,Conservative,No,No,Normal,5456119,4.15,13.67,68,Partially Ready
149,28,57,2322936,193578,8993162,1119228,468995,3204656,920278,1207313,101822,2976316,1961269,11384,107327,3968669,83362,4,Conservative,No,Yes,Normal,16616388,8.03,12.88,77,Partially Ready
150,56,65,1772676,147723,16506315,79615,757133,235585,975693,1261778,57359,167168,1104042,31325,15358,5565572,52812,1,Moderate,Yes,Yes,Normal,19783337,8.03,10.39,58,Partially Ready
151,31,53,4714881,392906,12293671,152109,3133906,2955046,2777214,829624,26484,2823278,632847,21142,86539,2642476,114522,5,Moderate,Yes,No,Normal,19861887,7.96,14.72,67,Partially Ready
152,33,62,2873819,239484,9932359,267068,1490725,3056938,7540,1472218,102655,4760390,67911,11932,181837,3706007,148255,2,Aggressive,Yes,Yes,High,10821267,4.52,11.47,68,Partially Ready
153,32,70,1044287,87023,11315882,936650,95593,1112381,879479,523325,17771,2940049,538250,7080,15671,807780,101171,1,Moderate,No,No,High,18421524,6.19,10.94,70,Partially Ready
154,46,54,4322247,360187,19446323,1365182,1892325,682230,1892836,154579,8758,2473872,42106,20887,151906,1756994,19451,1,Aggressive,Yes,Yes,High,16297958,5.71,14.22,59,Partially Ready
155,23,63,1684096,140341,14619347,329470,449258,424706,1388711,431070,49803,3433288,1462127,36314,298181,4450404,73799,3,Aggressive,No,Yes,Normal,12207409,5.49,8.67,62,Partially Ready
156,22,63,1035079,86256,9933439,1388357,4029286,837496,406792,53971,54251,1433044,1338382,19124,57958,7945197,30279,3,Aggressive,No,Yes,High,6303584,5.54,10.78,51,Partially Ready
157,45,62,3398765,283230,6310684,934858,374273,1104343,1844405,975297,69048,1897857,1755481,17600,47316,2535551,25350,4,Moderate,Yes,Yes,High,17634951,4.43,10.41,75,Partially Ready
158,48,70,4283115,356926,19267102,494177,3995177,1253476,331161,827964,9103,4211932,1197935,33870,92305,2017994,117713,1,Conservative,Yes,Yes,High,2729611,4.86,14.89,69,Partially Ready
159,49,60,1540492,128374,8703230,670563,562137,365019,1627805,1166780,104164,4630966,683937,18101,287466,7686601,3241,4,Moderate,Yes,No,Normal,5072758,7.93,12.36,61,Partially Ready
160,58,64,1186129,98844,18930533,211792,2399920,3638454,2246609,721145,107712,2215738,803300,42912,269586,9596957,124006,1,Aggressive,No,Yes,High,11223095,4.19,9.93,57,Partially Ready
161,37,51,4286419,357201,9062195,781064,169725,1417113,1271104,652107,73491,4124000,1799848,45625,66494,3824490,35228,2,Moderate,No,Yes,Normal,14921549,5.5,13.21,75,Partially Ready
162,35,63,4363947,363662,17380911,784146,471488,2161197,666778,137608,81559,4251306,845959,8889,289876,9540738,7588,1,Conservative,Yes,Yes,High,1796487,4.87,14.13,67,Partially Ready
163,45,56,2598289,216524,12409839,973536,4237307,1664896,2665101,259780,8011,2029523,781119,32033,248886,2979359,124408,1,Moderate,Yes,No,Normal,13070991,6.93,10.45,66,Partially Ready
164,25,55,2097834,174819,7477309,1357654,1888376,2842459,867092,564309,107349,4305715,42052,44708,19665,7954031,34685,0,Conservative,No,No,High,14320596,7.24,12.21,65,Partially Ready
165,46,62,4150354,345862,8505673,457617,3914946,1267288,2840366,1091856,104111,4903033,214564,481,283180,6278533,147182,2,Aggressive,Yes,No,Normal,11383806,7.24,12.26,68,Partially Ready
166,39,70,3027447,252287,9340716,547664,2506441,790039,628849,1084843,62993,476260,1689108,39323,226863,5361758,36681,2,Moderate,No,No,High,1285109,7.61,12.59,62,Partially Ready
167,59,69,1893123,157760,11564775,1496043,1865317,2878626,2242422,1338640,124711,3007291,1063916,19673,104121,9365848,47483,5,Moderate,Yes,No,Normal,7557590,5.47,11.3,61,Partially Ready
168,44,57,2876017,239668,14158718,694822,3117898,1092864,2456061,616669,121572,988022,986786,3517,52337,7922531,50998,3,Aggressive,No,No,Normal,5159285,6.5,14.07,57,Partially Ready
169,30,56,3174523,264543,13780199,1194125,3838387,600725,1327008,378235,21184,4090124,697574,41355,107706,5258215,15207,1,Aggressive,Yes,No,Normal,4442143,4.02,9.91,58,Partially Ready
170,49,67,3683909,306992,14445705,1001180,3215491,19583,158231,1119423,52275,3129801,1992438,922,183932,8909268,49958,5,Conservative,Yes,No,High,4426199,4.09,8.03,63,Partially Ready
171,28,62,4522292,376857,19802510,641969,1401066,273833,191756,625375,76238,3824587,1526374,34097,289788,5667933,113682,2,Moderate,No,Yes,Normal,13635577,8.44,14.97,72,Partially Ready
172,23,57,2181743,181811,4452535,442898,183821,2473351,2116586,354386,32286,3075191,1491305,42633,34589,6294684,67053,4,Conservative,Yes,Yes,Normal,3985261,7.86,12.36,58,Partially Ready
173,48,67,3489799,290816,4197162,1147734,2120122,1989762,2943848,321130,53869,78052,631486,27582,67942,8729340,70772,3,Conservative,Yes,No,Normal,3665618,7.11,12.91,54,Partially Ready
174,53,61,1975619,164634,8874611,1097116,1691757,1501232,2950427,859321,77424,1345311,82639,35922,275232,3484526,126003,5,Conservative,Yes,No,Normal,3122672,5.65,8.02,62,Partially Ready
175,54,60,1149686,95807,8636314,1351272,1939113,1915753,1241607,553910,121707,420103,209314,11449,35680,4874908,94428,5,Conservative,Yes,Yes,Normal,4743746,8.01,10.19,53,Partially Ready
176,32,60,3299157,274929,14737261,1304023,2250742,3684593,389866,781445,89842,1534019,238723,26265,224846,7659448,71259,3,Moderate,Yes,Yes,Normal,2067846,8.18,12.83,61,Partially Ready
177,32,53,3789893,315824,19872290,1012242,4772643,2845387,1837788,380130,99549,3008145,1282111,1888,83501,8104731,127958,0,Conservative,No,No,Normal,17709966,4.56,10.88,68,Partially Ready
178,58,66,3137871,261489,17468094,1097026,798948,1815495,2775426,521303,126334,2900356,1391902,44321,216786,2494007,146366,0,Aggressive,Yes,No,High,5650033,8.46,12.29,72,Partially Ready
179,26,65,2989671,249139,8132988,693936,2333351,211186,2126215,467049,144309,3176242,845733,15400,56329,7702329,116441,3,Moderate,No,Yes,High,696233,8.01,11.14,70,Partially Ready
180,28,62,3758946,313245,1252320,1168388,4606174,711,381243,1267106,79848,4264246,1179296,13556,254184,5718584,95248,3,Moderate,No,No,High,3925989,8.13,13.72,55,Partially Ready
181,28,57,318429,26535,11504044,744780,2449335,2297180,2189364,784104,27871,384014,1880887,10758,273171,2356346,107272,1,Conservative,No,Yes,High,6494762,4.53,12.28,52,Partially Ready
182,43,53,3776829,314735,1610293,1328001,4939305,516818,1889553,959211,132172,1129408,1046119,284,293063,814896,145024,3,Aggressive,Yes,Yes,Normal,3574694,8.68,13.87,57,Partially Ready
183,46,70,2999821,249985,16965128,806696,3512014,2554304,2904620,520594,71721,3337575,719027,19278,252421,2237608,36223,5,Aggressive,No,No,Normal,6840719,6.06,12.9,67,Partially Ready
184,35,69,2737557,228129,11636129,1410069,1112931,2979618,2726659,372900,132092,4550748,1456077,41738,184020,1936178,92337,5,Aggressive,No,No,High,528507,6.81,12.08,77,Partially Ready
185,55,61,511998,42666,12829887,304772,445141,2811249,237417,419225,69986,1350023,601076,44786,146366,2456660,16261,4,Conservative,No,No,Normal,18953731,7.45,10.07,56,Partially Ready
186,36,70,3562217,296851,8022381,1071481,2412887,2906384,2787088,98523,100029,3251044,873602,44901,178920,9263113,14103,4,Moderate,Yes,No,Normal,6592705,4.06,9.76,65,Partially Ready
187,40,64,1788356,149029,2548764,392118,1457899,3083146,2155229,250303,98880,340864,898646,18291,153537,2182154,42186,2,Moderate,Yes,Yes,Normal,10925667,6.92,9.79,71,Partially Ready
188,60,65,2826269,235522,16510158,1200990,4615078,1501919,305684,1484115,83324,4407333,461293,12050,287947,1143811,132419,3,Conservative,No,Yes,Normal,11236162,4.8,11.8,76,Partially Ready
189,43,61,2762680,230223,7379807,1296628,4450147,1991695,2354408,1361681,2307,962357,1402865,22675,248657,4032368,63917,2,Moderate,Yes,No,High,18227356,8.79,12.78,63,Partially Ready
190,40,50,4635801,386316,12631504,1078584,4267583,1868801,2041806,91963,77708,1614910,671744,33678,58172,1609881,43881,4,Conservative,Yes,Yes,Normal,14334107,8.86,13.41,71,Partially Ready
191,28,56,4811009,400917,14654155,1355937,604990,3132687,2877475,322446,6226,3852260,1503381,21739,34863,1468357,19201,4,Conservative,Yes,No,High,13120213,4.27,13.56,70,Partially Ready
192,50,67,3932477,327706,10666764,35422,3267378,2824019,496210,1121628,1546,530475,1585364,48886,38863,1217848,93768,5,Moderate,Yes,No,High,12898115,8.64,8.74,63,Partially Ready
193,47,52,4276096,356341,5295345,1118762,1844367,572025,1639941,1144467,77326,1208593,625069,44386,210627,187069,145103,0,Conservative,No,Yes,High,7148205,8.37,8.99,71,Partially Ready
194,44,56,3761596,313466,17248414,298750,1350183,771721,926051,1293701,66254,1630126,240380,11885,43515,9208193,120917,5,Conservative,No,Yes,Normal,19581557,7.22,8.51,63,Partially Ready
195,53,63,3295893,274657,4352186,1407808,1967404,419619,1195951,1299218,18299,1623183,666445,31841,251268,5508733,80130,4,Moderate,No,No,Normal,262131,7.47,9.07,58,Partially Ready
196,42,57,2158292,179857,14683895,580239,3015587,563319,2850365,695337,125817,3882653,933983,23510,175155,8170024,144617,0,Moderate,Yes,Yes,High,2665651,4.54,12.52,63,Partially Ready
197,26,50,4554520,379543,1096704,1220312,4856171,1699257,2474791,446191,9609,4627105,546552,35616,297946,7920589,38963,4,Aggressive,No,Yes,High,16914903,5.83,9.56,39,Not Ready
198,54,60,3628475,302372,12259302,1053121,88849,2779475,1001938,1287726,43474,4312891,294378,29243,98478,3005557,148467,1,Aggressive,No,No,Normal,7442351,8.74,12.62,64,Partially Ready
199,53,61,827317,68943,8920352,774761,1963090,179551,2804251,433636,135760,3030396,813890,30780,253364,779091,10460,5,Aggressive,No,No,Normal,12738597,8.9,10.27,77,Partially Ready
200,46,62,952948,79412,17386330,527614,3156874,3805250,934907,1082910,106389,2960323,1713869,22612,270255,8088465,1729,1,Conservative,Yes,No,Normal,5141231,6.51,8.97,65,Partially Ready
201,33,55,3338546,278212,4020503,1386447,1932285,1739015,1385063,237688,126226,4016588,1004580,13808,99539,6893744,5884,4,Conservative,Yes,Yes,Normal,1976095,5.22,8.9,72,Partially Ready
202,32,58,1810264,150855,17385584,850303,4727858,2674383,78098,1387779,74305,719310,454229,29438,262156,8081054,44713,1,Aggressive,Yes,No,Normal,11598139,5.1,10.88,50,Partially Ready
203,51,65,877496,73124,7761271,793166,3233488,554542,455376,34734,53044,4384820,1802694,33053,235093,2509220,25244,4,Conservative,Yes,Yes,High,4473110,4.89,14.31,68,Partially Ready
204,60,69,310068,25839,14528630,1094806,3528953,1553475,182193,1463063,138888,3598345,481267,31596,214877,5880713,25615,1,Conservative,No,No,High,6442492,6.13,9.78,67,Partially Ready
205,22,50,4683388,390282,4003671,1090019,60348,1572989,2745365,430794,82811,3429641,759734,6985,96148,7148295,66488,4,Moderate,No,No,Normal,13965636,5.31,11.75,65,Partially Ready
206,57,70,4347232,362269,6046834,776392,4690018,2327466,2029037,532210,80387,4845689,722167,46235,223734,2316405,31217,5,Conservative,Yes,Yes,High,11456089,7.74,11.13,77,Partially Ready
207,57,62,1648368,137364,13106152,1333529,44381,3373769,382053,304775,123645,3652210,184844,4199,152935,3720687,97212,3,Moderate,No,Yes,Normal,16688250,4.4,8.26,74,Partially Ready
208,50,55,1992042,166003,17436339,599799,1633652,140967,2514547,1070696,135217,1943396,1290146,11107,33906,6035435,62719,0,Moderate,No,No,High,13704676,7.28,14.83,70,Partially Ready
209,59,65,4643140,386928,565614,1475602,575602,3855309,378183,1152579,74578,4690187,1918912,38203,197502,5829664,72484,3,Moderate,Yes,No,Normal,13761171,5.13,14.74,52,Partially Ready
210,54,60,4986134,415511,2478870,1055222,2468363,1425920,490771,1076440,67552,4512260,1705293,37676,146146,7428425,98849,2,Moderate,No,Yes,High,4001316,6.82,13.39,59,Partially Ready
211,38,52,3510095,292507,7444803,1419589,1928793,3356120,1324270,864919,92562,4332751,1123343,637,153071,4165071,75311,2,Conservative,Yes,No,High,11962764,4.47,12.72,74,Partially Ready
212,35,68,2557171,213097,6183228,1432579,1595240,2092954,837462,492539,63453,2226381,433646,15021,121308,4189194,93330,0,Aggressive,No,Yes,Normal,16283036,4.78,8.75,63,Partially Ready
213,45,69,2945908,245492,16570201,1204854,2304627,2058586,767020,1071924,73470,3337655,465762,49163,82237,908455,137818,4,Conservative,No,No,Normal,15440953,8.0,11.35,78,Partially Ready
214,29,66,4159351,346612,10641498,1445379,70620,49576,2827393,441979,99464,4873850,211283,21327,204583,4357055,49060,3,Aggressive,No,No,Normal,16835944,6.74,9.66,70,Partially Ready
215,49,60,3815606,317967,12542638,765624,3360414,1172851,1890494,377255,149791,1100075,1207734,44958,134834,1675536,70765,3,Conservative,Yes,Yes,High,426897,8.02,11.89,77,Partially Ready
216,33,63,4490930,374244,4562120,1322573,4336968,2239685,1324256,1020516,78652,2105322,1178889,37213,40013,6684074,25945,2,Moderate,Yes,No,High,8816405,7.45,8.42,67,Partially Ready
217,45,61,4976577,414714,8697474,721714,166390,1727050,508506,736290,52155,4839000,1207738,42589,297296,2928275,74608,3,Aggressive,No,Yes,High,9714135,5.78,12.71,69,Partially Ready
218,51,66,1515075,126256,5672901,1343394,2830218,1769226,2647752,1284107,149851,3395479,1780273,4675,56477,2717900,90079,2,Aggressive,No,No,High,15028312,5.14,10.22,76,Partially Ready
219,45,68,4669925,389160,15159180,868197,1403566,771274,96893,262227,61506,2110968,1972240,48750,56976,3532803,43754,3,Aggressive,Yes,Yes,High,17681944,5.99,8.67,66,Partially Ready
220,27,53,2501609,208467,5260143,176813,3270267,1297594,961988,518828,74494,3717499,1313825,8284,83827,8837269,44723,2,Moderate,No,No,High,4633703,4.14,12.64,60,Partially Ready
221,56,63,4129763,344146,18974179,912213,4391099,2683459,2682375,1119426,81175,2912258,1010096,35367,134080,1502467,115831,1,Moderate,Yes,Yes,Normal,11638863,5.54,10.89,74,Partially Ready
222,40,65,4788734,399061,329075,1442358,4126621,3971827,2000964,628328,2394,3610753,1673453,19196,136223,121097,143710,4,Moderate,No,Yes,Normal,13176942,5.87,10.88,47,Not Ready
223,46,58,2506038,208836,2707837,885500,2009590,2166819,2572015,1455265,71267,2388042,1359912,48688,293891,4510085,108240,1,Moderate,Yes,No,High,9231306,4.94,8.48,66,Partially Ready
224,53,61,2989754,249146,700801,319080,416343,2243829,92823,389939,26810,2366548,564543,8194,244856,137641,61029,1,Moderate,No,No,High,12562018,4.45,8.1,49,Not Ready
225,51,67,566230,47185,11131305,168240,1225473,235041,1117797,822968,18713,4556624,985969,11901,115764,4195637,100028,5,Conservative,No,No,Normal,1224418,8.14,8.85,53,Partially Ready
226,34,64,1088196,90683,17536527,1396719,1748581,1983174,1632099,1429088,81817,2710050,332632,41232,37117,9220421,136557,2,Conservative,No,Yes,Normal,3889250,4.61,11.37,54,Partially Ready
227,37,70,3942011,328500,10938865,31599,1403920,3331914,1158047,1226198,31365,3320280,1654954,15931,19681,704531,124589,0,Conservative,Yes,No,Normal,11455561,7.44,9.08,72,Partially Ready
228,25,51,3282298,273524,5214645,1470791,4499257,3319650,450433,263879,127885,1951816,664250,36592,197094,7360481,50584,5,Conservative,No,Yes,High,14780064,4.11,10.64,67,Partially Ready
229,57,66,4852783,404398,16494758,397988,4753838,782769,2280109,729105,84850,3929179,577397,39235,99066,1155557,139234,2,Aggressive,No,No,Normal,17077124,4.78,10.07,71,Partially Ready
230,46,56,457033,38086,12266336,1300648,2003086,1345088,265674,1380532,141284,3250508,398185,34345,275859,9252094,40404,5,Moderate,Yes,Yes,Normal,1568921,7.07,10.26,61,Partially Ready
231,30,55,562343,46861,6830647,224510,4071581,803698,414202,66725,149687,3259803,1379760,32106,290681,9903605,67092,5,Conservative,Yes,Yes,High,2782905,4.25,9.55,64,Partially Ready
232,51,68,809190,67432,12160668,1170252,3489268,3447829,1547986,1485693,15283,2229823,1109437,2664,51903,5098672,20430,0,Conservative,Yes,No,Normal,6580013,8.72,14.72,53,Partially Ready
233,55,70,2386775,198897,19176954,1311401,1500704,2342197,2341015,870705,27659,4836566,750703,44203,255501,7165129,27289,3,Aggressive,No,Yes,High,11922034,4.83,9.26,54,Partially Ready
234,42,67,3023396,251949,12522837,864746,3612034,3465145,1356651,1275935,63103,4724000,1144261,14019,211641,9231473,66607,3,Conservative,Yes,No,Normal,17468088,5.8,11.17,68,Partially Ready
235,30,59,355103,29591,10127535,465330,1802064,3589151,1320805,45511,72340,4644463,1072214,36459,96115,1581875,9892,2,Moderate,Yes,Yes,High,10176477,6.3,9.09,64,Partially Ready
236,27,68,3653750,304479,19144650,455999,647613,3034916,1361857,1011945,45325,4095959,1731629,45193,64998,9986322,78746,3,Conservative,Yes,No,High,14672837,4.19,13.66,63,Partially Ready
237,48,56,2201845,183487,433674,1329357,3208533,227029,1278354,1099711,10795,2678621,1132314,37022,93423,5483324,131701,5,Aggressive,No,No,Normal,7551957,7.49,9.07,31,Not Ready
238,49,63,3607816,300651,5016472,277220,2819983,346219,1995879,1198397,12926,4598235,837164,17206,59605,6686174,131549,1,Moderate,Yes,No,High,19270676,6.17,12.89,68,Partially Ready
239,34,67,4697709,391475,8312639,508171,600993,1116763,1803826,678243,23486,943968,1408756,27104,237057,6128174,91306,5,Conservative,No,Yes,High,14938108,4.95,10.41,61,Partially Ready
240,31,64,676460,56371,7884610,418770,3135836,654274,359931,235660,14296,2038836,1990073,40698,92425,4826554,3600,2,Moderate,No,Yes,High,7113196,5.72,13.63,54,Partially Ready
241,56,64,2009609,167467,18384954,1097368,2169780,2301834,2025959,1306613,37053,154254,789801,38207,291194,729507,66966,5,Aggressive,No,Yes,High,379648,4.85,9.99,59,Partially Ready
242,26,62,2575916,214659,12136948,226264,160040,1226815,2723827,810597,60599,3193553,1066486,46510,67221,5292472,127051,1,Conservative,No,Yes,Normal,8401102,8.33,11.72,64,Partially Ready
243,55,64,3098184,258182,16489418,825019,1317055,77058,1454500,1435104,92251,2981127,1311204,19813,138839,8409604,72319,3,Conservative,No,Yes,Normal,11568440,8.06,12.38,64,Partially Ready
244,47,56,1036477,86373,12874742,1092024,1907804,1750422,1008146,1201455,40042,3577447,655114,39673,187640,7535808,142143,4,Aggressive,Yes,Yes,High,17675995,4.66,12.57,52,Partially Ready
245,30,63,1517626,126468,19003029,331450,2663351,284432,2337654,1117701,31034,1544638,666050,9536,30457,5346688,108538,5,Aggressive,No,Yes,Normal,3682654,8.81,10.12,45,Not Ready
